1,37.560034,127.04182
2,37.559637,127.042133
3,37.559275,127.041921
4,37.558935,127.042015
5,37.559349,127.042362
6,37.558753,127.042416
7,37.558362,127.042464
8,37.558069,127.042179
9,37.557932,127.041976
10,37.557524,127.042013
11,37.557975,127.042871
12,37.557124,127.043580
13,37.559200,127.043177
14,37.558783,127.043156
15,37.558405,127.043124
16,37.558086,127.043445
17,37.557856,127.043585
18,37.558001,127.044019
19,37.557002,127.044172
20,37.556959,127.044633
21,37.556117,127.044086
22,37.556381,127.044977
23,37.556109,127.044945
24,37.555658,127.044719
25,37.555428,127.044558
26,37.554960,127.044408
27,37.554610,127.044382
28,37.554015,127.044167
29,37.554852,127.044779
30,37.555069,127.044865
31,37.555393,127.045015
32,37.554729,127.045219
33,37.555273,127.045525
34,37.555180,127.045932
35,37.554882,127.045804
36,37.555227,127.046367
37,37.555703,127.045841
38,37.55592,127.045444
39,37.556858,127.044898
40,37.557211,127.044909
41,37.557619,127.045108
42,37.556747,127.045735
43,37.557087,127.045521
44,37.558002,127.045016
45,37.55821,127.044652
46,37.558333,127.044029
47,37.558631,127.043648
48,37.556798,127.046277
49,37.557445,127.046041
50,37.558066,127.045612
51,37.559239,127.044534
52,37.559443,127.0447
53,37.558265,127.046304
54,37.557015,127.047151
55,37.556114,127.046073
56,37.556335,127.046325
57,37.556509,127.04699
58,37.556896,127.047817
59,37.55676,127.047827
60,37.55699,127.048332
61,37.557874,127.047838
62,37.557109,127.048847
63,37.557258,127.049694
64,37.556888,127.049403
65,37.556314,127.048838
66,37.55608,127.048492
67,37.555941,127.047718
68,37.555437,127.04885
69,37.555771,127.04912
70,37.555741,127.049844
71,37.554769,127.048121
72,37.554899,127.047159
73,37.55612,127.04836
74,37.558526,127.048713
75,37.559099,127.045305
76,37.560146,127.045254
101,37.556015,127.044727
102,37.556587,127.044512
104,37.556078,127.043858
105,37.556571,127.043909
107,37.557556,127.044182
108,37.555267,127.044306
109,37.555156,127.044694
201,37.554455,127.044116
202,37.554161,127.044400
203,37.554269,127.044738
204,37.554547,127.045123
206,37.554829,127.046116
207,37.554638,127.046569
208,37.554649,127.047333
210,37.556246,127.045332
211,37.555651,127.046285
212,37.556610,127.045636
301,37.555453,127.047467
304,37.555509,127.049210
305,37.555870,127.049454
306,37.556499,127.050004
401,37.556673,127.046752
402,37.556567,127.047428
403,37.556692,127.047176
405,37.556268,127.047106
406,37.556138,127.046516
407,37.556629,127.047852
408,37.556299,127.047883
409,37.556318,127.048401
4101,37.556472,127.048087
4102,37.556690,127.048794
501,37.557334,127.045719
504,37.557342,127.044785
505,37.558159,127.045118
506,37.558346,127.044689
507,37.558737,127.044324
508,37.558278,127.043476
604,37.558184,127.042350
605,37.558907,127.042146
606,37.558907,127.042704
618,37.559384,127.045998
701,37.557674,127.047006
703,37.557147,127.047596
705,37.557861,127.047661
706,37.558150,127.048272
707,37.557649,127.048755
801,37.558975,127.046995
803,37.559562,127.045601
